Strategy,Final Equity,Total Return %,Max Drawdown %,Round Trips,Win Rate %,Stops,Targets,Signal Exits,PM Exits,Skipped PM Entries
SOL Without PM,9419.666852035098,-5.803331479649023,-5.803331479649021,107,56.074766355140184,102,5,0,0,0
