timestamp,strategy,side,reason,fill_price,qty,notional,fee,cash_after,position_after,pm_multiplier
2024-06-05,BTC Without PM,BUY,SIGNAL,71118.36172265625,0.0108210561664979,769.5757866701775,0.7695757866701776,9229.654637543152,0.0108210561664979,1.0
2024-06-06,BTC Without PM,BUY,SIGNAL,70792.54264453125,4.47178466780971e-05,3.165690067930799,0.003165690067930799,9226.485781785153,0.010865774013175997,1.0
2024-06-07,BTC Without PM,BUY,SIGNAL,69377.25723046875,0.00020460495646420357,14.19493069524591,0.014194930695245911,9212.276656159213,0.0110703789696402,1.0
2024-06-08,BTC Without PM,BUY,SIGNAL,69340.42632421874,5.404226342065402e-06,0.37473135851138817,0.00037473135851138817,9211.901550069342,0.011075783195982266,1.0
2024-06-09,BTC Without PM,SELL,STOP,69613.16819140625,0.011075783195982266,771.0203584734645,0.7710203584734645,9982.150888184333,0.0,1.0
2024-06-10,BTC Without PM,BUY,SIGNAL,69547.037390625,0.011045792762223993,768.202162243487,0.768202162243487,9213.180523778603,0.011045792762223993,1.0
2024-06-11,BTC Without PM,BUY,SIGNAL,67365.697265625,0.00032884138930770745,22.152629480510555,0.022152629480510555,9191.005741668612,0.0113746341515317,1.0
2024-06-12,BTC Without PM,SELL,STOP,68207.06690625001,0.0113746341515317,775.830432607639,0.775830432607639,9966.060343843643,0.0,1.0
2024-06-13,BTC Without PM,BUY,SIGNAL,66789.77663671874,0.011483252550509991,766.9638729115932,0.7669638729115932,9198.329507059138,0.011483252550509991,1.0
2024-06-14,BTC Without PM,SELL,STOP,65978.08820312501,0.011483252550509991,757.6430496363084,0.7576430496363085,9955.21491364581,0.0,1.0
2024-06-15,BTC Without PM,BUY,SIGNAL,66224.0955,0.011568738373542086,766.1292348639657,0.7661292348639658,9188.31954954698,0.011568738373542086,1.0
2024-06-16,BTC Without PM,SELL,TARGET,66605.7273515625,0.011568738373542086,770.5442339097028,0.7705442339097028,9958.093239222773,0.0,1.0
2024-06-17,BTC Without PM,BUY,SIGNAL,66523.54202343749,0.01151999308096049,766.3507438309842,0.7663507438309842,9190.976144647959,0.01151999308096049,1.0
2024-06-18,BTC Without PM,SELL,STOP,65108.175720703126,0.01151999308096049,750.0457338164597,0.7500457338164597,9940.271832730603,0.0,1.0
2024-07-15,BTC Without PM,BUY,SIGNAL,64902.587419921874,0.01178657557347391,764.9792515389062,0.7649792515389062,9174.527601940157,0.01178657557347391,1.0
2024-07-16,BTC Without PM,SELL,STOP,65064.599863281255,0.01178657557347391,766.8888234464047,0.7668888234464046,9940.649536563116,0.0,1.0
2024-07-19,BTC Without PM,BUY,SIGNAL,66743.511328125,0.011461912978332375,765.0083187113097,0.7650083187113097,9174.876209533095,0.011461912978332375,1.0
2024-07-20,BTC Without PM,SELL,STOP,67130.06661328125,0.011461912978332375,769.4389817510852,0.7694389817510852,9943.545752302429,0.0,1.0
2024-07-21,BTC Without PM,BUY,SIGNAL,68188.60069921875,0.011222274641436833,765.2312044619044,0.7652312044619044,9177.549316636063,0.011222274641436833,1.0
2024-07-22,BTC Without PM,BUY,SIGNAL,67619.042625,8.594871092479708e-05,5.811769547587657,0.005811769547587657,9171.731735318928,0.01130822335236163,1.0
2024-07-23,BTC Without PM,BUY,SIGNAL,65960.6357109375,0.0002624360981917529,17.310451870226036,0.017310451870226035,9154.403972996832,0.011570659450553383,1.0
2024-07-24,BTC Without PM,BUY,SIGNAL,65404.81887890625,9.07347461118306e-05,5.934489635467823,0.005934489635467824,9148.463548871729,0.011661394196665214,1.0
2024-07-25,BTC Without PM,SELL,STOP,65744.33794921875,0.011661394196665214,766.6706410246162,0.7666706410246162,9914.36751925532,0.0,1.0
2024-07-26,BTC Without PM,BUY,SIGNAL,67946.01853125,0.011229292529420272,762.9857182968169,0.7629857182968169,9150.618815240206,0.011229292529420272,1.0
2024-07-27,BTC Without PM,BUY,SIGNAL,67847.24260546875,1.379281844402988e-05,0.9358046991852793,0.0009358046991852794,9149.682074736322,0.011243085347864301,1.0
2024-07-28,BTC Without PM,SELL,STOP,68221.73925390626,0.011243085347864301,767.0228370114123,0.7670228370114124,9915.937888910723,0.0,1.0
2024-07-29,BTC Without PM,BUY,SIGNAL,66853.32401953124,0.011414639157211791,763.1065701431089,0.7631065701431089,9152.068212197471,0.011414639157211791,1.0
2024-07-30,BTC Without PM,BUY,SIGNAL,66234.1161328125,9.717487595525473e-05,6.436292019211991,0.006436292019211991,9145.62548388624,0.011511814033167046,1.0
2024-07-31,BTC Without PM,SELL,STOP,64586.940375000006,0.011511814033167046,743.5128465682483,0.7435128465682483,9888.394817607921,0.0,1.0
2024-08-01,BTC Without PM,BUY,SIGNAL,65390.17875,0.011637633305392858,760.9869220665923,0.7609869220665924,9126.646908619263,0.011637633305392858,1.0
2024-08-02,BTC Without PM,SELL,STOP,61384.35887304688,0.011637633305392858,714.368659251158,0.714368659251158,9840.30119921117,0.0,1.0
2024-08-23,BTC Without PM,BUY,SIGNAL,64126.40264648437,0.011809266111810495,757.2857536454427,0.7572857536454427,9082.258159812081,0.011809266111810495,1.0
2024-08-24,BTC Without PM,SELL,STOP,64146.902691406256,0.011809266111810495,757.5278441312294,0.7575278441312294,9839.02847609918,0.0,1.0
