Strategy,Final Equity,Total Return %,Max Drawdown %,Round Trips,Win Rate %,Stops,Targets,Signal Exits,PM Exits,Skipped PM Entries
ETH With PM,10148.778840976644,1.4877884097664356,-1.9944801598580475,14,14.285714285714285,12,2,0,0,189
