timestamp,strategy,side,reason,fill_price,qty,notional,fee,cash_after,position_after,pm_multiplier
2024-06-05,ETH Without PM,BUY,SIGNAL,3866.1931168212886,0.19905259862003694,769.5757866701775,0.7695757866701776,9229.654637543152,0.19905259862003694,1.0
2024-06-06,ETH Without PM,BUY,SIGNAL,3813.5117600097656,0.002514988203045493,9.590937088599816,0.009590937088599816,9220.054109517463,0.20156758682308243,1.0
2024-06-07,ETH Without PM,BUY,SIGNAL,3680.46846496582,0.00672559826996158,24.75335234062227,0.024753352340622273,9195.2760038245,0.208293185093044,1.0
2024-06-08,ETH Without PM,SELL,STOP,3679.109476196289,0.208293185093044,766.3334311029258,0.7663334311029258,9960.843101496323,0.0,1.0
2024-06-09,ETH Without PM,BUY,SIGNAL,3707.756760498047,0.2067455920356155,766.5623665732245,0.7665623665732245,9193.514172556524,0.2067455920356155,1.0
2024-06-10,ETH Without PM,BUY,SIGNAL,3668.5508880615234,0.002015424703083829,7.393688084319313,0.0073936880843193135,9186.113090784122,0.20876101673869932,1.0
2024-06-11,ETH Without PM,BUY,SIGNAL,3500.0797316894527,0.009275244412049743,32.46409497308116,0.03246409497308116,9153.616531716067,0.21803626115074906,1.0
2024-06-12,ETH Without PM,SELL,STOP,3557.8378669433596,0.21803626115074906,775.7376662888863,0.7757376662888863,9928.578460338664,0.0,1.0
2024-06-13,ETH Without PM,BUY,SIGNAL,3471.015890625,0.22013133387746858,764.0793579131708,0.7640793579131708,9163.73502306758,0.22013133387746858,1.0
2024-06-14,ETH Without PM,SELL,STOP,3478.531836669922,0.22013133387746858,765.7338531413907,0.7657338531413908,9928.70314235583,0.0,1.0
2024-06-15,ETH Without PM,BUY,SIGNAL,3567.332335327148,0.21419057192192975,764.0889531393151,0.7640889531393151,9163.850100263375,0.21419057192192975,1.0
2024-06-16,ETH Without PM,SELL,STOP,3618.753194824219,0.21419057192192975,775.1028164437099,0.7751028164437099,9938.177813890641,0.0,1.0
2024-06-17,ETH Without PM,BUY,SIGNAL,3513.134595703125,0.21770247626001576,764.8181009192996,0.7648181009192996,9172.594894870423,0.21770247626001576,1.0
2024-06-18,ETH Without PM,BUY,SIGNAL,3485.423237182617,0.0015724110979611627,5.480518179237669,0.005480518179237669,9167.108896173006,0.21927488735797693,1.0
2024-06-19,ETH Without PM,SELL,STOP,3557.5677384033206,0.21927488735797693,780.0852651067609,0.7800852651067609,9946.41407601466,0.0,1.0
2024-06-20,ETH Without PM,BUY,SIGNAL,3512.842457519531,0.2179010169018874,765.451943709631,0.765451943709631,9180.19668036132,0.2179010169018874,1.0
2024-06-21,ETH Without PM,SELL,STOP,3514.3176457519535,0.2179010169018874,765.7733887255976,0.7657733887255975,9945.204295698191,0.0,1.0
2024-06-22,ETH Without PM,BUY,SIGNAL,3496.560883300781,0.21888903625303152,765.3588419457566,0.7653588419457567,9179.080094910489,0.21888903625303152,1.0
2024-06-23,ETH Without PM,BUY,SIGNAL,3420.321122314453,0.004477966189311899,15.31608234231345,0.01531608234231345,9163.748696485833,0.22336700244234342,1.0
2024-06-24,ETH Without PM,SELL,STOP,3348.581219482422,0.22336700244234342,747.9625494305154,0.7479625494305154,9910.963283366917,0.0,1.0
2024-06-25,ETH Without PM,BUY,SIGNAL,3396.726567260742,0.22454669854710307,762.723736545634,0.762723736545634,9147.476823084737,0.22454669854710307,1.0
2024-06-26,ETH Without PM,SELL,STOP,3367.7925562744144,0.22454669854710307,756.2266999029287,0.7562266999029287,9902.947296287763,0.0,1.0
2024-06-27,ETH Without PM,BUY,SIGNAL,3446.5229373779293,0.22112339289092253,762.1068455893962,0.7621068455893962,9140.078343852776,0.22112339289092253,1.0
2024-06-28,ETH Without PM,SELL,STOP,3371.949168334961,0.22112339289092253,745.6168407579511,0.7456168407579511,9884.949567769969,0.0,1.0
2024-06-30,ETH Without PM,BUY,SIGNAL,3434.605604736328,0.2214873762891797,760.7217839811607,0.7607217839811607,9123.467062004827,0.2214873762891797,1.0
2024-07-01,ETH Without PM,SELL,TARGET,3438.621381958008,0.2214873762891797,761.6112279417524,0.7616112279417524,9884.316678718638,0.0,1.0
2024-07-02,ETH Without PM,BUY,SIGNAL,3418.062913696289,0.22254507818570676,760.6730783722053,0.7606730783722053,9122.882927268061,0.22254507818570676,1.0
2024-07-03,ETH Without PM,SELL,STOP,3291.270289672852,0.22254507818570676,732.4560039455386,0.7324560039455386,9854.606475209654,0.0,1.0
2024-07-15,ETH Without PM,BUY,SIGNAL,3491.297510742187,0.217222007209357,758.3866530484495,0.7583866530484495,9095.461435508156,0.217222007209357,1.0
2024-07-16,ETH Without PM,BUY,SIGNAL,3445.235184448242,0.0026554316661712984,9.148586606191376,0.009148586606191377,9086.303700315359,0.2198774388755283,1.0
2024-07-17,ETH Without PM,SELL,STOP,3387.058065185547,0.2198774388755283,744.7376526957003,0.7447376526957002,9830.296615358364,0.0,1.0
2024-07-19,ETH Without PM,BUY,SIGNAL,3507.4877307128904,0.2156859505087418,756.5158250965596,0.7565158250965597,9073.024274436708,0.2156859505087418,1.0
2024-07-20,ETH Without PM,SELL,STOP,3517.535762451172,0.2156859505087418,758.6830443727729,0.7586830443727729,9830.948635765108,0.0,1.0
2024-07-21,ETH Without PM,BUY,SIGNAL,3538.3737714843746,0.2138174347508005,756.5660030083042,0.7565660030083042,9073.626066753795,0.2138174347508005,1.0
2024-07-22,ETH Without PM,SELL,STOP,3438.699711914063,0.2138174347508005,735.2539512797816,0.7352539512797817,9808.144764082297,0.0,1.0
2024-07-23,ETH Without PM,BUY,SIGNAL,3483.7368475341796,0.2166670748376485,754.8110722593617,0.7548110722593617,9052.578880750676,0.2166670748376485,1.0
2024-07-24,ETH Without PM,SELL,STOP,3334.671185791016,0.2166670748376485,722.5134513707321,0.7225134513707322,9774.369818670037,0.0,1.0
