Date,Adj Close,Close,High,Low,Open,Volume,Return_1D,Return_5D,Return_20D,LogReturn,SMA_20,SMA_50,EMA_12,EMA_26,Momentum_20,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Z,BB_Width,ATR_14,RangePct,Volatility_20D,Drawdown,Volume_Z,RSI_Signal,Trend_Signal,MACD_Signal_Flag,Breakout_Signal,TechnicalScore,BaseDirection,TechnicalConfidence
2024-04-08,71631.359375,71631.359375,72715.359375,69064.2421875,69362.5546875,37261432669,0.03270935878474601,0.08563924360585884,,0.03218579409702191,,,69345.01298471299,69726.69880624037,,,-381.68582152738236,-510.13956778731136,128.453746259929,,,,,,0.050970932554635744,,0.0,,0,0,1,0,0.25,Long,25.0
2024-04-09,69139.015625,69139.015625,71742.5078125,68212.921875,71632.5,36426900409,-0.03479403115822832,0.009198401848666382,,-0.035413761203788405,,,69313.32108321867,69683.16671874108,,,-369.84563552240434,-482.08078133432997,112.23514581192563,,,,,,0.051050566826753255,,-0.03479403115822832,,0,0,1,0,0.25,Long,25.0
2024-04-10,70587.8828125,70587.8828125,71093.4296875,67503.5625,69140.2421875,38318601774,0.0209558550176423,0.040541536559372426,,0.020739301242534747,,,69509.40750310812,69750.18272568619,,49.610105567238705,-240.7752225780714,-433.8196695830783,193.04444700500687,,,,,2781.0641741071427,0.0508567057753472,,-0.014567314813017207,,0,0,1,0,0.25,Long,25.0
2024-04-11,70060.609375,70060.609375,71256.234375,69571.8125,70575.734375,30153382941,-0.007469744331340511,0.016902260672829073,,-0.00749778258451207,,,69594.20779109148,69773.17729230202,,48.34459225785627,-178.9695012105367,-382.84963590857,203.88013469803332,,,,,2712.0574776785716,0.024042352614778408,,-0.021928245027110327,,0,0,1,0,0.25,Long,25.0
2024-04-12,67195.8671875,67195.8671875,71222.7421875,65254.8359375,70061.3828125,44129299406,-0.04088948430588779,-0.031237135220316015,,-0.041748970181434676,,,69225.23231361587,69582.26543268705,,44.05499061779285,-357.0331190711877,-377.6863325410936,20.653213469905893,,,,,3007.1623883928573,0.08881359077259099,,-0.061921094702106494,,0,0,1,0,0.25,Long,25.0
2024-04-13,63821.47265625,63821.47265625,67931.4296875,60919.10546875,67188.375,52869738185,-0.05021729270691988,-0.10902887767163782,,-0.05152204971523435,,,68393.88467402112,69155.54004183986,,38.71762913723861,-761.6553678187483,-454.48013959662455,-307.1752282221238,,,,,3454.154854910714,0.10987405847745331,,-0.10902887767163782,,0,0,-1,0,-0.25,Short,25.0
2024-04-14,65738.7265625,65738.7265625,65824.4296875,62205.8515625,63836.23046875,49084320047,0.03004089104268326,-0.049180466799566225,,0.02959850149495867,,,67985.39881071018,68902.44274707395,,39.256379113974944,-917.0439363637706,-546.9928989500538,-370.0510374137168,,,,,3587.416573660714,0.05504484668652194,,-0.08226331126359421,,0,0,-1,0,-0.25,Short,25.0
2024-04-15,63426.2109375,63426.2109375,66878.6484375,62332.0703125,65739.6484375,43595917654,-0.03517737178558533,-0.10145752485626014,,-0.03581099949650861,,,67283.98529175477,68496.79594636477,,38.25582340519719,-1212.8106546100025,-680.1564500820435,-532.654204527959,,,,,3681.357979910714,0.07168295343198389,,-0.11454687596454682,,0,0,-1,0,-0.25,Short,25.0
2024-04-16,63811.86328125,63811.86328125,64355.66796875,61716.40234375,63419.296875,42847528078,0.006080330797783695,-0.0891905758384649,,0.0060619201772289105,68138.2412109375,,66749.81267475404,68149.76389709701,,46.422054452661214,-1399.9512223429774,-824.1154045342304,-575.835817808747,73331.36030321004,62945.12211866496,-1.6661963081590936,0.1524289150991159,3504.0348772321427,0.04136010906573076,,-0.1091630280644803,0.7453920685398623,0,-1,-1,0,-0.6,Short,60.0
2024-04-17,61276.69140625,61276.69140625,64486.36328125,59768.5859375,63831.84765625,41915247049,-0.03972884891052719,-0.08808839038766214,-0.1338365678470439,-0.04053958534994488,67664.828125,,65907.7940180611,67640.64741629353,-0.1338365678470439,40.53541246096487,-1732.8533982324298,-1005.8630032738703,-726.9903949585595,73539.01479258128,61790.64145741872,-2.174985944524077,0.17362599833194442,3672.8459821428573,0.07699138506797389,0.4759367114816643,-0.14455495552641817,0.6138712587770541,0,-1,-1,-1,-0.7999999999999999,Short,80.0
2024-04-18,63512.75390625,63512.75390625,64125.6875,60833.48046875,61275.31640625,36006307335,0.03649124077498622,-0.004837223855093331,-0.09128367516248648,0.03584120208614769,67345.8244140625,,65539.32630855171,67334.87752666068,-0.09128367516248648,39.82847567779068,-1795.5512181089725,-1163.8006462408907,-631.7505718680818,73400.73623910124,61290.91258902376,-1.2661028330624715,0.17981550831752569,3609.6135602678573,0.05183536894195402,0.4992193503179972,-0.11333870443876382,0.004411976749610086,0,-1,-1,0,-0.7,Short,70.0
2024-04-19,63843.5703125,63843.5703125,65481.59765625,59651.390625,63510.75,49920425401,0.005208661031110617,-0.028828612130145426,-0.08330402747223964,0.005195142876912206,67055.7376953125,,65278.4407706976,67076.26217746359,-0.08330402747223964,41.754198698842075,-1797.8214067659937,-1290.6047983459114,-507.21660842008237,73202.01538645125,60909.460004173765,-1.0452399140519069,0.1833184721363045,3832.1796875,0.09132019094033182,0.5004700575996158,-0.10872038630077996,1.2647333897439457,0,-1,-1,0,-0.7,Short,70.0
2024-04-20,64994.44140625,64994.44140625,65442.45703125,63172.40234375,63851.1015625,23097485495,0.018026421268684478,0.02472527438688288,-0.08886699573209389,0.017865871886504233,66738.77734375,,65234.74856078258,66922.05323144778,-0.08886699573209389,41.97558000736222,-1687.3046706651949,-1369.9447728097682,-317.35989785542665,72603.54475427208,60874.00993322792,-0.5948525543810851,0.17575291738757953,3841.620535714286,0.03492690510732979,0.4963540691957458,-0.09265380451604754,-1.5471362457622124,0,-1,-1,0,-0.7,Short,70.0
2024-04-21,64926.64453125,64926.64453125,65723.2421875,64277.72265625,64992.81640625,20506644853,-0.0010431180502996629,0.0174698119233192,-0.0685130087565674,-0.0010436624765665994,66500.0021484375,,65187.34794085449,66774.24517958127,-0.0685130087565674,40.72473008357105,-1586.8972387267786,-1413.3352659931704,-173.56197273360817,72244.3924539656,60755.61184290941,-0.5477892460313458,0.17276361262984002,3842.529296875,0.02226388783351115,0.49161485580415765,-0.09360027371042756,-1.6175492086828247,0,-1,-1,0,-0.7,Short,70.0
2024-04-22,66837.6796875,66837.6796875,67233.9609375,64548.1796875,64935.6328125,28282686673,0.029433758205850147,0.0907520976350038,0.021249371434710618,0.029008901759275917,66569.5375,,65441.24513264611,66778.94403201969,0.021249371434710618,39.82440877554797,-1337.6988993735795,-1398.2079926692522,60.509093295672756,72293.89076840825,60845.18423159176,0.09368470984480519,0.17198116385916742,3773.576729910714,0.040183639865378144,0.4508517498366273,-0.0669215233289715,-0.7736719718219348,0,1,1,0,0.7,Long,70.0
2024-04-23,66407.2734375,66407.2734375,67199.2421875,65864.8671875,66839.890625,24310975583,-0.006439574982440521,0.04557383128942183,0.006463408396190973,-0.006460398489914604,66590.860546875,,65589.8648718544,66751.41287687008,0.006463408396190973,43.64500055614401,-1161.5480050156766,-1350.875995138537,189.32799012286046,72309.15410308268,60872.56699066732,-0.06421045284592077,0.17174409548837188,3616.775948660714,0.020093807966018406,0.45078956177727,-0.0729301521439959,-1.0879052689601174,0,-1,1,0,2.7755575615628914e-17,Flat,2.7755575615628914e-15
2024-04-24,64276.8984375,64276.8984375,67075.3671875,63589.87109375,66408.71875,30276655120,-0.03208044676017341,0.006787341667750635,-0.061772248382165995,-0.03260630131627199,66379.26328125,,65387.870035799875,66568.11551099081,-0.061772248382165995,35.769640410397855,-1180.245475190939,-1316.7498911490175,136.50441595807843,72111.90258698443,60646.62397551556,-0.7334718727714026,0.17272380024602418,3609.320870535714,0.054226264466371875,0.4425989083493786,-0.10267096704110257,-0.47948816428160546,0,-1,1,0,-0.19999999999999998,Flat,20.0
2024-04-25,64481.70703125,64481.70703125,65275.20703125,62783.6328125,64275.01953125,32155786816,0.0031863484195515657,-0.007888895787181771,-0.04947008125328656,0.0031812827691917772,66211.4666015625,,65248.460342792205,66413.56673471372,-0.04947008125328656,37.234744472154254,-1165.1063919215158,-1286.4211913035172,121.31479938200141,71960.80467653777,60462.12852658722,-0.6017247717059798,0.17366593341219227,3666.974609375,0.03864001642423175,0.4424155054482642,-0.09981176409511638,-0.2880721452311441,0,-1,1,0,-0.19999999999999998,Flat,20.0
2024-04-26,63755.3203125,63755.3203125,64789.65625,63322.3984375,64485.37109375,24139372950,-0.011265004482557628,-0.018040732386627956,-0.07461653653791678,-0.011328935219016097,65954.4271484375,,65018.74649197802,66216.65959232752,-0.07461653653791678,41.273648276446956,-1197.9131003494986,-1268.7195731127135,70.80647276321497,71657.8828246461,60250.971472228906,-0.7711489177029509,0.1729514127496661,3345.4997209821427,0.023013888179185045,0.43814787636616104,-0.10995238860773049,-1.119386818237011,0,-1,1,0,-0.19999999999999998,Flat,20.0
2024-04-27,63419.140625,63419.140625,63898.36328125,62424.71875,63750.98828125,19530783039,-0.005272966802647994,-0.05114688418992697,-0.08568620474371136,-0.005286917956356649,65657.2564453125,,64772.65328167371,66009.43596511807,-0.08568620474371136,48.793631123818045,-1236.7826834443622,-1262.3321951790433,25.54951173468112,71230.89397034714,60083.618920277855,-0.8031077766574295,0.16977978754494744,2949.8797433035716,0.023236589407032823,0.4363560917541362,-0.11464558011537807,-1.5519084418665978,0,-1,1,0,-0.19999999999999998,Flat,20.0
2024-04-28,63113.23046875,63113.23046875,64321.484375,62793.59765625,63423.515625,17334827993,-0.004823625063903991,-0.04960364728496536,-0.11891619788557173,-0.004835296290154387,65231.35,,64517.35746430083,65794.90222464636,-0.11891619788557173,41.285521321674395,-1277.544760345525,-1265.3747082123398,-12.170052133185209,70145.66965284273,60317.03034715727,-0.8620194374310813,0.15067355352427103,2800.5446428571427,0.02420865969626639,0.414330297515092,-0.11891619788557173,-1.5560543824422688,0,-1,-1,0,-0.7,Short,70.0
2024-04-29,63841.12109375,63841.12109375,64174.87890625,61795.45703125,63106.36328125,26635912073,0.011533090916022948,-0.006779688415951335,-0.07662669888135254,0.011467091787556437,64966.4552734375,,64413.321099600704,65650.17769643181,-0.07662669888135254,51.539056955409556,-1236.8565968311086,-1259.6710859360937,22.814489104985114,69554.18617204674,60378.724374828256,-0.4905842145312596,0.1412338376566777,2645.7477678571427,0.0372709913960603,0.4039731894699859,-0.10875457829115087,-0.6481936242544128,0,-1,1,0,-0.19999999999999998,Flat,20.0
2024-04-30,60636.85546875,60636.85546875,64703.33203125,59120.06640625,63839.41796875,37840840057,-0.050191249309274655,-0.059627012675651625,-0.14097359131995146,-0.051494629716542104,64468.90390625,,63832.32638716213,65278.82049438131,-0.14097359131995146,40.25950307289871,-1446.4941072191796,-1297.035690192711,-149.45841702646862,68628.06361193888,60309.74420056113,-1.8427031942334646,0.1290283983030666,2856.0334821428573,0.09207709703675859,0.42610040969826823,-0.1534872994478893,0.37444425480564303,0,-1,-1,0,-0.7,Short,70.0
2024-05-01,58254.01171875,58254.01171875,60780.5,56555.29296875,60609.49609375,48439780271,-0.03929695449375714,-0.08628783553725483,-0.16851976826314896,-0.040089923480657194,63878.5740234375,,62974.124130483346,64758.46428877899,-0.16851976826314896,40.6393363536905,-1784.340158295643,-1394.4965838132975,-389.8435744823455,68047.5401293947,59709.607917480294,-2.6983008073154306,0.1305278387844908,2820.8498883928573,0.07253074778178836,0.44142884613641287,-0.1867526705198731,1.2085871268297226,0,-1,-1,-1,-0.7999999999999999,Short,80.0
2024-05-02,59123.43359375,59123.43359375,59602.296875,56937.203125,58253.703125,32711813559,0.014924669552331737,-0.0677351819800065,-0.12013288810195843,0.014814392549697799,63474.95234375,,62381.71020175514,64341.05460766573,-0.12013288810195843,35.15015226939815,-1959.3444059105896,-1507.466148232756,-451.8782576778335,67849.64125848579,59100.26342901422,-1.9894071714869912,0.13783984873417657,2776.056082589286,0.04507677562017862,0.4317129686038897,-0.17461522286306608,-0.12175583279437893,0,-1,-1,0,-0.7,Short,70.0
