Strategy,Final Equity,Total Return %,Max Drawdown %,Round Trips,Win Rate %,Stops,Targets,Signal Exits,PM Exits,Skipped PM Entries
BTC Without PM,9706.832829407145,-2.9316717059285473,-3.8517015715711644,121,48.760330578512395,105,16,0,0,0
