Strategy,Final Equity,Total Return %,Max Drawdown %,Round Trips,Win Rate %,Stops,Targets,Signal Exits,PM Exits,Skipped PM Entries
ETH Without PM,9792.2698721704,-2.0773012782959994,-3.204913598223469,106,50.943396226415096,101,5,0,0,0
