Strategy,Final Equity,Total Return %,Max Drawdown %,Round Trips,Win Rate %,Stops,Targets,Signal Exits,PM Exits,Skipped PM Entries
BTC With PM,9971.658341159939,-0.2834165884006143,-1.6607582846626445,21,33.33333333333333,15,6,0,0,135
