entry_time,exit_time,qty,buy_cost_incl_fees,sell_proceeds_after_fee,realized_pnl,exit_reason,cum_equity,cum_return_pct
2024-06-05,2024-06-08,0.208293185093044,804.723996175499,765.5670976718229,-39.156898503676075,STOP,9960.843101496324,-0.3915689850367562
2024-06-09,2024-06-12,0.21803626115074906,807.2265697802555,774.9619286225974,-32.26464115765816,STOP,9928.578460338666,-0.7142153966133447
2024-06-13,2024-06-14,0.22013133387746858,764.843437271084,764.9681192882493,0.12468201716535532,STOP,9928.703142355831,-0.71296857644169
2024-06-15,2024-06-16,0.21419057192192975,764.8530420924544,774.3277136272662,9.474671534811819,STOP,9938.177813890643,-0.6182218610935706
2024-06-17,2024-06-19,0.21927488735797693,771.0689177176358,779.3051798416541,8.236262124018253,STOP,9946.414076014662,-0.5358592398533801
2024-06-20,2024-06-21,0.2179010169018874,766.2173956533406,765.0076153368719,-1.2097803164687093,STOP,9945.204295698193,-0.5479570430180684
2024-06-22,2024-06-24,0.22336700244234342,781.455599212358,747.2145868810849,-34.24101233127317,STOP,9910.96328336692,-0.8903671663307978
2024-06-25,2024-06-26,0.22454669854710307,763.4864602821796,755.4704732030257,-8.015987079153888,STOP,9902.947296287766,-0.9705270371223379
2024-06-27,2024-06-28,0.22112339289092253,762.8689524349857,744.8712239171931,-17.997728517792552,STOP,9884.949567769972,-1.1505043223002758
2024-06-30,2024-07-01,0.2214873762891797,761.4825057651418,760.8496167138106,-0.6328890513311762,TARGET,9884.316678718642,-1.1568332128135808
2024-07-02,2024-07-03,0.22254507818570676,761.4337514505775,731.723547941593,-29.710203508984478,STOP,9854.606475209657,-1.4539352479034278
2024-07-15,2024-07-17,0.2198774388755283,768.3027748942955,743.9929150430046,-24.309859851290867,STOP,9830.296615358366,-1.697033846416343
2024-07-19,2024-07-20,0.2156859505087418,757.2723409216562,757.9243613284001,0.6520204067438726,STOP,9830.94863576511,-1.6905136423489058
2024-07-21,2024-07-22,0.2138174347508005,757.3225690113125,734.5186973285018,-22.80387168281061,STOP,9808.144764082299,-1.9185523591770108
2024-07-23,2024-07-24,0.2166670748376485,755.5658833316211,721.7909379193613,-33.77494541225974,STOP,9774.36981867004,-2.2563018132995967
2024-09-27,2024-09-29,0.28061411785760887,757.6110509380273,745.1312887958596,-12.479762142167715,STOP,9761.890056527873,-2.3810994347212726
2024-10-14,2024-10-16,0.28790497609517146,757.956781676627,750.6220254765975,-7.33475620002946,STOP,9754.555300327842,-2.454446996721581
2024-10-17,2024-10-18,0.2881079191540391,751.4376438436414,759.910923303371,8.47327945972961,STOP,9763.028579787573,-2.369714202124269
2024-10-19,2024-10-20,0.28352616558584737,752.0903789973019,777.4984483452245,25.408069347922606,STOP,9788.436649135496,-2.115633508645042
2024-10-21,2024-10-23,0.2869410401522276,765.845027061349,718.8838564170402,-46.96117064430882,STOP,9741.475478491186,-2.5852452150881438
2024-10-24,2024-10-25,0.29564259052385256,750.4300458342784,719.0859736464571,-31.344072187821325,STOP,9710.131406303364,-2.8986859369663582
2024-10-28,2024-10-29,0.2911475215489907,748.0154697692383,766.8831255897991,18.8676558205608,TARGET,9728.999062123925,-2.710009378760751
2024-10-30,2024-11-02,0.2966296026433678,787.3070943917933,737.8166724455267,-49.490421946266565,STOP,9679.508640177659,-3.204913598223411
2024-11-06,2024-11-07,0.2733087507479731,745.6564591821844,790.2021542416911,44.54569505950667,STOP,9724.054335237166,-2.75945664762834
2024-11-08,2024-11-09,0.25249520450710944,749.0880161428353,789.4134755906366,40.325459447801336,TARGET,9764.379794684966,-2.3562020531503367
2024-11-10,2024-11-11,0.23534613680305896,752.1944692102908,793.0582225505418,40.86375334025104,STOP,9805.243548025219,-1.9475645197478118
2024-11-12,2024-11-15,0.24542359636019992,795.9266610098606,760.4174076030292,-35.50925340683136,STOP,9769.734294618387,-2.3026570538161284
2024-11-16,2024-11-18,0.24395719485431971,765.2940266827565,781.4061816937763,16.11215501101981,STOP,9785.846449629407,-2.1415355037059274
2024-11-19,2024-11-21,0.24474492832824024,762.5273537539618,821.3674192793843,58.84006552542246,STOP,9844.686515154828,-1.5531348484517185
2024-11-22,2024-11-23,0.2272915193796135,758.3808601790982,770.7752609689516,12.394400789853307,STOP,9857.080915944682,-1.429190840553183
2024-11-24,2024-11-25,0.2254086325124313,759.3356570959877,768.2884940460157,8.952836950027972,STOP,9866.03375289471,-1.3396624710529068
2024-11-26,2024-11-27,0.22813247284306276,760.0253347385163,833.0862304059134,73.06089566739706,STOP,9939.094648562108,-0.6090535143789202
2024-11-28,2024-11-29,0.21356051850433516,765.6535469539486,766.2777649811463,0.6242180271976849,STOP,9939.718866589305,-0.6028113341069548
2024-11-30,2024-12-01,0.20631819124960804,765.7016333001901,764.5327198411529,-1.168913459037185,STOP,9938.549953130268,-0.6145004686973152
2024-12-02,2024-12-04,0.21100749442483233,770.0780331255833,809.3342219190697,39.256188793486444,STOP,9977.806141923755,-0.22193858076245304
2024-12-05,2024-12-06,0.20138608958277152,768.6356688924409,805.5048532193738,36.869184326932896,STOP,10014.675326250686,0.14675326250686338
2024-12-07,2024-12-08,0.19245045174223874,771.475869408823,769.7436938244258,-1.7321755843971687,STOP,10012.94315066629,0.1294315066628951
2024-12-09,2024-12-11,0.21166006589630834,787.883711332642,810.0388842214311,22.15517288878914,STOP,10035.09832355508,0.3509832355507933
2024-12-12,2024-12-13,0.19878205882096217,773.0491455349136,776.3116190005419,3.262473465628318,STOP,10038.360797020707,0.38360797020706744
2024-12-14,2024-12-15,0.19960211384563656,773.3004686653522,787.6329804438917,14.33251177853947,STOP,10052.693308799247,0.5269330879924746
2024-12-16,2024-12-20,0.22360792173644295,880.9318189811596,775.3261163786175,-105.60570260254212,STOP,9947.087606196705,-0.5291239380329535
2024-12-21,2024-12-23,0.23309599364942973,778.8316297085806,795.011981262218,16.180351553637365,STOP,9963.267957750342,-0.36732042249657754
2024-12-24,2024-12-25,0.21946015595569637,767.5157266167878,765.4764193942798,-2.0393072225080005,STOP,9961.228650527833,-0.3877134947216655
2024-12-26,2024-12-28,0.23012879359099164,767.7610021590053,780.7826253341133,13.021623175107948,STOP,9974.250273702943,-0.2574972629705735
2024-12-29,2024-12-30,0.22905134174355465,768.3617442330998,767.6334284955951,-0.7283157375046585,STOP,9973.521957965437,-0.2647804203456326
2024-12-31,2025-01-01,0.23020171558855423,768.3056387680207,770.8248210314833,2.5191822634626533,STOP,9976.0411402289,-0.23958859771100832
2025-01-02,2025-01-03,0.22233005354119875,768.4997028054049,800.3001619376458,31.800459132240917,STOP,10007.841599361142,0.07841599361141562
2025-01-04,2025-01-06,0.2116955022391778,775.4526945429116,779.6915244622477,4.238829919336126,STOP,10012.080429280477,0.12080429280476891
