Date,Adj Close,Close,High,Low,Open,Volume,Return_1D,Return_5D,Return_20D,LogReturn,SMA_20,SMA_50,EMA_12,EMA_26,Momentum_20,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Z,BB_Width,ATR_14,RangePct,Volatility_20D,Drawdown,Volume_Z,RSI_Signal,Trend_Signal,MACD_Signal_Flag,Breakout_Signal,TechnicalScore,BaseDirection,TechnicalConfidence,FinalAction,PositionSize,FinalConfidence,RiskZone,pm_hist_liq_weighted_sentiment,pm_hist_net_sentiment,pm_hist_mean_price,rolling_mean,signal
2024-04-07,3453.49462890625,3453.49462890625,3458.50830078125,3346.11474609375,3354.2138671875,9931108526,0.02960803456678729,0.05378315264222522,,0.029178180850127813,,,3427.9420153303026,3479.3330393653296,,,-51.39102403502693,-36.97697198052365,-14.41405205450328,,,,,,0.03254487606459546,,-0.0532811033877183,,0,0,-1,0,-0.25,Short,25.0,No Trade,0.0,22.903640169058715,Tradeable,0.0,0.0,0.5,,0
2024-04-08,3695.292724609375,3695.292724609375,3727.616455078125,3409.51171875,3453.498779296875,19055143129,0.07001548335394525,0.11591652286336163,,0.06767311879336713,,,3469.072893680929,3495.3300530871106,,,-26.257159406181472,-34.833009465655216,8.575850059473744,,,,,,0.08608377198635907,,0.0,,0,0,1,0,0.25,Long,25.0,No Trade,0.0,23.028367996163905,Tradeable,0.0,0.0,0.5,,0
2024-04-09,3505.163330078125,3505.163330078125,3724.92236328125,3455.107666015625,3695.341796875,18279773833,-0.051451781685670994,0.05258879022534413,,-0.05282265451086566,,,3474.6252685112668,3496.058443975334,,,-21.433175464067062,-32.15304266533759,10.719867201270525,,,,,,0.07697635512454458,,-0.051451781685670994,,0,0,1,0,0.25,Long,25.0,No Trade,0.0,22.772119843727374,Tradeable,0.0,0.0,0.5,,0
2024-04-10,3543.737060546875,3543.737060546875,3561.516357421875,3415.180419921875,3505.156005859375,16872482726,0.011004831112360725,0.06774919572045457,,0.010944718575246242,,,3485.2578519013605,3499.5901933510036,,49.288016181585434,-14.332341449643081,-28.588902422198686,14.256560972555604,,,,,172.56787109375,0.04129424249027585,,-0.0410131687411911,,0,0,1,0,0.25,Long,25.0,No Trade,0.0,23.091450445611247,Tradeable,0.0,0.0,0.5,,0
2024-04-11,3505.247802734375,3505.247802734375,3616.1943359375,3477.171142578125,3543.4521484375,14076734489,-0.010861205883757163,0.04503747324080809,,-0.010920619373458104,,,3488.3332289525933,3500.0092755275496,,47.79596596437254,-11.676046574956217,-25.206331252750193,13.530284677793976,,,,,172.18573869977678,0.039661445119778906,,-0.051428922155304924,,0,0,1,0,0.25,Long,25.0,No Trade,0.0,23.01342016926766,Tradeable,0.0,0.0,0.5,,0
2024-04-12,3243.034912109375,3243.034912109375,3552.589111328125,3103.43017578125,3505.329833984375,22104869556,-0.07480580700184813,-0.060941087047101994,,-0.0777516251273086,,,3450.595026361329,3480.974137496574,,40.945400506879324,-30.379111135244784,-26.24088722924911,-4.138223905995673,,,,,196.55596051897322,0.13849956837335664,,-0.12238754713209021,,0,0,-1,0,-0.25,Short,25.0,No Trade,0.0,22.108687352563084,Tradeable,0.0,0.0,0.5,,0
2024-04-13,3004.900390625,3004.900390625,3299.663818359375,2862.3935546875,3242.94091796875,29930408174,-0.07342952756850973,-0.18683021493442187,,-0.07626517308246297,,,3382.026620863432,3445.7094155060868,,35.36337469490279,-63.6827946426547,-33.72926871193023,-29.953525930724467,,,,,222.34795270647322,0.14551905448716906,,-0.18683021493442187,,0,0,-1,0,-0.25,Short,25.0,No Trade,0.0,21.653826949604863,Tradeable,0.0,0.0,0.5,,0
2024-04-14,3156.94189453125,3156.94189453125,3174.66650390625,2914.4228515625,3005.547607421875,25486284994,0.050597851556279494,-0.09934528087714356,,0.04935938456730982,,,3347.3982014277117,3424.31922876721,,35.81640596454331,-76.92102733949832,-42.367620437443854,-34.55340690205447,,,,,230.36704799107142,0.08243536341120766,,-0.14568557085962208,,0,0,-1,0,-0.25,Short,25.0,No Trade,0.0,22.08284075443271,Tradeable,0.0,0.0,0.5,,0
2024-04-15,3101.600341796875,3101.600341796875,3277.5615234375,3026.538818359375,3156.830078125,21925843181,-0.01753011445356112,-0.12476566720268145,,-0.017685586551786654,,,3309.5831460998907,3400.4141260286665,,37.72342217422547,-90.83097992877583,-52.06029233571025,-38.77068759306558,,,,,231.90910993303572,0.08093328521259384,,-0.1606618005817817,,0,0,-1,0,-0.25,Short,25.0,No Trade,0.0,22.17574091831999,Tradeable,0.0,0.0,0.5,,0
2024-04-16,3084.920166015625,3084.920166015625,3127.160888671875,2997.754638671875,3101.140625,19441391169,-0.005377925568445963,-0.11991381504921295,,-0.0053924386671186314,3381.0025146484377,,3275.019610702311,3377.0442030647373,,43.28497707556029,-102.02459236242612,-62.053152341053426,-39.97144002137269,3768.4079659854065,2993.597063311469,-1.5285399191519256,0.22916602378052467,220.3682861328125,0.04194800611878932,,-0.16517569894500628,0.4518923904521407,0,-1,-1,0,-0.6,Short,60.0,Short,0.25,41.463887457801526,Tradeable,0.0,0.0,0.5,,0
2024-04-17,2984.7275390625,2984.7275390625,3123.669677734375,2918.5537109375,3084.923583984375,17711869375,-0.03247819118850337,-0.07964988970126863,-0.16189801097685208,-0.033017312925022226,3352.1741943359375,,3230.359291988494,3347.983709434942,-0.16189801097685208,39.094668650271075,-117.62441744644775,-73.1674053621323,-44.45701208431545,3767.8667902616794,2936.4815984101956,-1.7678768343474514,0.24801371994816052,223.41496930803572,0.06872183946857063,0.6384239133781978,-0.19228928220347907,0.12734035045531766,0,-1,-1,0,-0.7,Short,70.0,Short,0.25,46.59874532193986,Tradeable,0.0,0.0,0.5,,0
2024-04-18,3066.027587890625,3066.027587890625,3094.842041015625,2956.12744140625,2984.705322265625,15183777035,0.027238683519387852,0.020342503683761448,-0.12693712155940506,0.026874312433905416,3329.8852661132814,,3205.0774913580526,3327.0980708020293,-0.12693712155940506,41.541616940090485,-122.02057944397666,-82.93804017850117,-39.08253926547549,3757.18109113803,2902.589441088533,-1.2350117308418553,0.2566429716802212,219.75971330915178,0.04524244992355346,0.6504095432831863,-0.1702883055862019,-0.35696997325197766,0,-1,-1,0,-0.7,Short,70.0,Short,0.25,46.690211848190216,Tradeable,0.0,0.0,0.5,,0
2024-04-19,3059.278564453125,3059.278564453125,3127.114990234375,2868.7958984375,3065.953125,20399982867,-0.0022012272375354636,-0.030936055632606485,-0.12789991189083927,-0.0022036534993674084,3307.4519775390627,,3182.646887218833,3307.2595888502588,-0.12789991189083927,41.659234605121824,-124.61270163142581,-91.2729724690861,-33.33972916233971,3742.4283436988917,2872.4756113792337,-1.1410891827384857,0.2630280766667257,228.82376534598214,0.08443791121161011,0.6502933643724064,-0.1721146895672473,0.5245410778417908,0,-1,-1,0,-0.7,Short,70.0,Short,0.25,46.82797636203909,Tradeable,0.0,0.0,0.5,,0
2024-04-20,3157.627197265625,3157.627197265625,3170.6728515625,3021.784912109375,3059.47802734375,9918642130,0.032147655318233825,0.01806385391236165,-0.13438830595343743,0.03164173368360715,3282.9405151367187,,3178.7977041491085,3296.1757079921376,-0.13438830595343743,43.930822948613994,-117.37800384302909,-96.4939787438747,-20.884025099154385,3691.6038338080543,2874.277196465383,-0.6132839046015577,0.24896175656372915,233.12939453125,0.04715184223839211,0.6438022717541604,-0.1455001179644262,-1.4799880113376596,0,-1,-1,0,-0.7,Short,70.0,Short,0.25,46.87774960060544,Tradeable,0.0,0.0,0.5,,0
2024-04-21,3147.28857421875,3147.28857421875,3197.50634765625,3119.552001953125,3157.571044921875,9394387894,-0.0032741746890918577,0.020217187105907364,-0.10206516123626186,-0.0032795465278029896,3265.0534423828126,,3173.950145698284,3285.147031416331,-0.10206516123626186,39.995424547145035,-111.19688571804727,-99.43456013870923,-11.76232557933804,3663.987776108982,2866.119108656643,-0.590397256932501,0.2443661892621457,230.66945103236608,0.024768731517565264,0.6321328876301919,-0.14829789985001907,-1.4322450548907717,0,-1,-1,0,-0.7,Short,70.0,Short,0.25,47.121608148907484,Tradeable,0.0,0.0,0.5,,0
2024-04-22,3201.652099609375,3201.652099609375,3236.6591796875,3131.367431640625,3147.66357421875,12063858733,0.017273130222613897,0.07267817839581125,-0.02306289549421081,0.01712564563340568,3261.27431640625,,3178.2119847615286,3278.962221652853,-0.02306289549421081,31.620289064630484,-100.75023689132422,-99.69769548923223,-1.0525414020919897,3661.1536602632536,2861.394972549246,-0.29820103345070875,0.24522889218202865,215.46852329799108,0.03288669248595791,0.5923801631691574,-0.13358633856325475,-0.8595169732073085,0,-1,-1,0,-0.7,Short,70.0,Short,0.25,47.442317486704844,Tradeable,0.0,0.0,0.5,,0
2024-04-23,3219.91162109375,3219.91162109375,3264.41943359375,3154.58984375,3201.588623046875,11054442653,0.0057031560320381924,0.05019003540962741,-0.027640609846924846,0.005686954607987599,3256.697802734375,,3184.627313428024,3274.5881030929195,-0.027640609846924846,37.82043276783319,-89.9607896648954,-97.75031432436487,7.789524659469464,3656.2546027087756,2857.141002759974,-0.18413492971703474,0.24537542269898457,204.041015625,0.034109504473431085,0.5913993265111515,-0.12864504626379147,-0.9712725727907464,0,-1,1,0,-0.19999999999999998,Flat,20.0,No Trade,0.0,20.051730928250148,Tradeable,0.0,0.0,0.5,,0
2024-04-24,3139.80517578125,3139.80517578125,3292.921630859375,3105.982177734375,3219.95703125,14000234760,-0.024878460883124842,0.02632209183687717,-0.05712703794456331,-0.02519316024865432,3247.18603515625,,3177.731599943905,3264.6041825513144,-0.05712703794456331,33.34381661320664,-86.87258260740919,-95.57476798097373,8.702185373564546,3648.4451139415264,2845.9269563709736,-0.5352195878038294,0.24714264870627803,206.94126674107142,0.0595385518079113,0.5966418740389188,-0.15032301639563483,-0.4479017185193188,0,-1,1,0,-0.19999999999999998,Flat,20.0,No Trade,0.0,19.733695705909035,Tradeable,0.0,0.0,0.5,,0
